2025-09-18 18:58:04 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-18T23:58:04.476423', 'temperature': 72.0}
2025-09-18 18:58:04 | INFO | Processed JSON message: {'timestamp': '2025-09-18T23:57:59.468019', 'temperature': 71.6}
2025-09-18 18:58:04 | INFO | Processed JSON message: {'timestamp': '2025-09-18T23:58:04.476423', 'temperature': 72.0}
2025-09-18 18:58:09 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-18T23:58:09.531460', 'temperature': 72.4}
2025-09-18 18:58:09 | INFO | Processed JSON message: {'timestamp': '2025-09-18T23:58:09.531460', 'temperature': 72.4}
2025-09-18 18:58:14 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-18T23:58:14.536944', 'temperature': 72.8}
2025-09-18 18:58:14 | INFO | Processed JSON message: {'timestamp': '2025-09-18T23:58:14.536944', 'temperature': 72.8}
2025-09-18 18:58:19 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-18T23:58:19.543442', 'temperature': 73.2}
2025-09-18 18:58:19 | INFO | Processed JSON message: {'timestamp': '2025-09-18T23:58:19.543442', 'temperature': 73.2}
2025-09-18 18:58:24 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-18T23:58:24.546522', 'temperature': 73.6}
2025-09-18 18:58:24 | INFO | Processed JSON message: {'timestamp': '2025-09-18T23:58:24.546522', 'temperature': 73.6}
2025-09-18 18:58:29 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-18T23:58:29.552266', 'temperature': 74.0}
2025-09-18 18:58:29 | INFO | Processed JSON message: {'timestamp': '2025-09-18T23:58:29.552266', 'temperature': 74.0}
2025-09-18 18:58:34 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-18T23:58:34.555484', 'temperature': 74.4}
2025-09-18 18:58:34 | INFO | Processed JSON message: {'timestamp': '2025-09-18T23:58:34.555484', 'temperature': 74.4}
